Latitude,Longitude,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
41.5214,-74.526,41.521429,-74.525133,1,rooftop,977,"South Rd",Wurtsboro,NY,"Sullivan County",12790,US,Sullivan
41.5214,-74.226,41.521505,-74.226323,1,rooftop,234,"Tompkins Rd",Montgomery,NY,"Orange County",12549,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
41.5214,-73.926,41.521285,-73.926075,1,rooftop,125,"Old Glenham Rd",Fishkill,NY,"Dutchess County",12524,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
41.5214,-73.626,41.5214,-73.626,0.18,nearest_place,,,Ludingtonville,NY,"Dutchess County",12531,US,"TIGER/Line® dataset from the US Census Bureau"
41.5214,-73.326,41.522157,-73.327453,1,rooftop,15,"Farm Rd",Roxbury,CT,"Litchfield County",06783,US,"Connecticut Geospatial Information Systems Council"
41.5214,-73.026,41.521503,-73.026978,1,rooftop,203,"Spring Lake Rd",Waterbury,CT,"New Haven County",06706,US,"Connecticut Geospatial Information Systems Council"
41.5214,-72.726,41.523568,-72.72477,1,nearest_street,41,"Louis Rd",Middlefield,CT,"Middlesex County",06455,US,"TIGER/Line® dataset from the US Census Bureau"
41.5214,-72.426,41.520845,-72.42476,1,rooftop,39,"Nichols Rd",Moodus,CT,"Middlesex County",06469,US,"Connecticut Geospatial Information Systems Council"
41.5214,-72.126,41.521235,-72.125982,1,nearest_street,137,"Wawecus Hill Rd",Norwich,CT,"New London County",06360,US,"TIGER/Line® dataset from the US Census Bureau"
41.5214,-71.826,41.519722,-71.826325,1,nearest_street,138,"Sand Hill Rd",Voluntown,CT,"New London County",06384,US,"TIGER/Line® dataset from the US Census Bureau"
